-1      |BT| (does (E (the))(stand (for (E (mc2 (=))(the)(equation))))(What)) |ET| 
-1      |BT| (does (stand (for))(VCR)(What)) |ET| 
-1      |BT| (does (ESPN (the)(channel))(stand (for))(What)) |ET| 
-1      |BT| (is (acronym (an)(what))(CNN)) |ET| 
-1      |BT| (does (NASA)(stand (for))(What)) |ET| 
-1      |BT| (does (stand (on (clothing (FUBU)))(number (5)(the)))(What)) |ET| 
-1      |BT| (does (BTU)(mean)(What)) |ET| 
-1      |BT| (does (mean)(SCSI)(what)(computer (a))) |ET| 
-1      |BT| (does (OAS (the)(abbreviation))(stand (for))(What)) |ET| 
-1      |BT| (does (HIV)(stand (for))(What)) |ET| 
-1      |BT| (is (HDLC)(What)) |ET| 
-1      |BT| (is (abbreviation (the))(What)(Manufacturer (Equipment)(Original))) |ET| 
-1      |BT| (does (snafu)(stand (for))(What)) |ET| 
-1      |BT| (does (stand (in (name (T.S.)(Eliot))))(T.S. (the))(What)) |ET| 
-1      |BT| (does (IQ)(stand (for))(What)) |ET| 
-1      |BT| (is (RAM)(What)(computer (the))) |ET| 
-1      |BT| (is (SVHS)(What)) |ET| 
-1      |BT| (is (SAP)(What)) |ET| 
-1      |BT| (do (CE)(letters (the))(stand (products (electrical (particularly))(many)(so)(purchased (now)))(for))(What)) |ET| 
-1      |BT| (is (abbreviation (the))(What)(micro)) |ET| 
-1      |BT| (is (way (correct)(the)(abbreviate (to)(cc)))(What)) |ET| 
-1      |BT| (? (bottom (the)(letter (a)(business)))) |ET| 
-1      |BT| (does (BMW)(stand (for))(What)) |ET| 
-1      |BT| (is (LMDS)(What)) |ET| 
-1      |BT| (does (mean (B.Y.O.B.))(What)) |ET| 
-1      |BT| (does (CPR)(acronym (the))(mean)(What)) |ET| 
-1      |BT| (does (RCA)(stand (for))(What)) |ET| 
-1      |BT| (is (What)(abbreviation (the)(Committee (the)(International)(Olympic)))) |ET| 
-1      |BT| (is (What)(initial (middle)(Mikhail)(Gorbachev))) |ET| 
-1      |BT| (does (for)(What)(stand (blue)(the)(ribbon))) |ET| 
-1      |BT| (does (NASDAQ)(stand (for))(What)) |ET| 
-1      |BT| (does (R.E.M.)(stand (as)(R.E.M. (the)(group)(rock))(for))(What)) |ET| 
-1      |BT| (does (pH)(stand (for))(What)) |ET| 
-1      |BT| (does (BUD)(stand (for))(What)) |ET| 
-1      |BT| (is (abbreviation (the)(what))(CPR)) |ET| 
-1      |BT| (does (EKG)(stand (for))(What)) |ET| 
-1      |BT| (is (What)(abbreviation (as)(for)(p.m.)(an)(5 (p.m.)))) |ET| 
-1      |BT| (does (CPR)(stand (for))(What)) |ET| 
-1      |BT| (is (acronym (the))(What)(system (the)(efficiency (air)(conditioner))(rating))) |ET| 
-1      |BT| (is (DSL)(What)) |ET| 
-1      |BT| (is (BPH)(What)) |ET| 
-1      |BT| (did (develop (in)(leave (then)(Russia)))(How)(serfdom)) |ET| 
-1      |BT| (can (How)(I)(register (website (my))(free)(Yahoo))) |ET| 
-1      |BT| (is (Goodall (Jane))(known (for))(What)) |ET| 
-1      |BT| (can (How)(tell (when (ripe (are)(figs))))(you)) |ET| 
-1      |BT| (do (How)(I)(love (thee))) |ET| 
-1      |BT| (does (dam (hydroelectric)(a))(How)(work)) |ET| 
-1      |BT| (are (What)(coefficients (binomial))) |ET| 
-1      |BT| (was (Living (The))(War (Room))(What)) |ET| 
-1      |BT| ('s (000 (1950 (early)(the)))(What (was (Parker (Suzy)(doing (earn (to)($ (1)))))))) |ET| 
-1      |BT| (are (letters (telephone (the)))(there)(Why)) |ET| 
-1      |BT| (are (Q (no)(Z))(there)(Why)) |ET| 
-1      |BT| (is (Angelus (an))(What)) |ET| 
-1      |BT| (makes (What)(sperm)) |ET| 
-1      |BT| (does (Billie (the)(name))(mean)(What)) |ET| 
-1      |BT| (do (How)(I)(know (how (money)(much)(save (to)(retirement))))) |ET| 
-1      |BT| (does (dot (the)(i (the)(letter)))(mean)(What)) |ET| 
-1      |BT| (is (What)(origin (the)(jerk (the)(soda)(term)))) |ET| 
-1      |BT| (is (What)(cause (the)(species (endangered)))) |ET| 
-1      |BT| (is (What)(definition (the)(cecum))) |ET| 
-1      |BT| (do (do (this))(How)(I)) |ET| 
-1      |BT| (is (What)(origin (the)(bear (the)(Teddy)(word)))) |ET| 
-1      |BT| (Fortune (are)(What)(companies (500))) |ET| 
-1      |BT| (is (What)(difference (fu (ninjitsu (kung)))(the))) |ET| 
-1      |BT| (do (fix (floors (squeaky)))(How)(you)) |ET| 
-1      |BT| (does (serve)(tower (water)(a)(community))(What (function))) |ET| 
-1      |BT| (mosquitoes (are)(What (good))) |ET| 
-1      |BT| (do (get (out)(bubblegum)(carpet))(How)(you)) |ET| 
-1      |BT| (is (What)(League (the)(Peloponnesian))) |ET| 
-1      |BT| (tannins (are)(What)) |ET| 
-1      |BT| (does (How)(manufacture (Cheerios))(Mills (General))) |ET| 
-1      |BT| (said (have (to))(What (are (Capricorns)(traits (personality))))) |ET| 
-1      |BT| (caused (What)(death (the)(Marley (Bob)))) |ET| 
-1      |BT| (is (Fein (Sinn))(What)) |ET| 
-1      |BT| (is (What)(law (Megan))) |ET| 
-1      |BT| (usenet (is)(What)(Internet (the))) |ET| 
-1      |BT| (does (Inuit (Eskimo))(mean)(What)) |ET| 
-1      |BT| (are (What)(transistors (effect)(field))) |ET| 
-1      |BT| (is (hazel)(What)(witch)) |ET| 
-1      |BT| (is (Chicago)(named (Chicago))(Why)) |ET| 
-1      |BT| (is (What (exactly))(purpose (the)(anteater (the)))) |ET| 
-1      |BT| (is (auto-commentary (an))(What)) |ET| 
-1      |BT| (is (deconstructionism)(What)) |ET| 
-1      |BT| (did (Bruce (Lenny))(say (got (arrested (him))))(What)) |ET| 
-1      |BT| (do (airliners)(crash (vs. (gliding (down))))(Why)) |ET| 
-1      |BT| (reflectors (blue)(are)(for)(What)(little (those))(middle (the)(road (the)))) |ET| 
-1      |BT| (is (How)(saline)(used (medicine))) |ET| 
-1      |BT| (do (How)(I)(tie (clothes (dye)))) |ET| 
-1      |BT| (is (What)(text (the)(Amendment (the)(Fifth)))) |ET| 
-1      |BT| (is (Internet2 (the))(What)) |ET| 
-1      |BT| (is (Way (the)(Milky))(What)) |ET| 
-1      |BT| (is (all)(about)(Day (Remembrance))(What)) |ET| 
-1      |BT| (meant (market (capital))(is)(What)) |ET| 
-1      |BT| (is (how)(out)(Shimerda (Mr.))(Antonia (My))(place (farm (the)))) |ET| 
-1      |BT| (is (What)(difference (hair (fur))(the))) |ET| 
-1      |BT| (is (What)(difference (love (infatuation))(the))) |ET| 
-1      |BT| (do (find (out)(time (exact)(the)(sunset (a)(day (particular)(a)))))(How)(I)) |ET| 
-1      |BT| (are (What)(benefits (the)(machine (a)(rowing)))) |ET| 
-1      |BT| ('s (What)(poing (de)(a)(coup)(boxer (French)(a)))) |ET| 
-1      |BT| ('s (difference (carelessness (carefreeness))(the))(What)) |ET| 
-1      |BT| (does (afflict (people))(tuberculosis)(Why)) |ET| 
-1      |BT| (is (tyvek)(What)) |ET| 
-1      |BT| (did (Asia)(get (name (its)))(How)) |ET| 
-1      |BT| (can (do (get (to)(school (an)(Ivy)(League))))(I)(What)) |ET| 
-1      |BT| (is (made (cigarette (only)(the))(leftovers (no)))(What)) |ET| 
-1      |BT| (can (come (return (then)(Ireland))(to (U.S. (work)(the))))(How)(people (Ireland))) |ET| 
-1      |BT| (is (What)(history (the)(wings (Buffalo)(chicken)))) |ET| 
-1      |BT| (humidity (is)(What)) |ET| 
-1      |BT| ('s (What)(purpose (tornadoes)(nature))) |ET| 
-1      |BT| (yohimbine (is)(What)) |ET| 
-1      |BT| (is (What)(Hope (Chicago))) |ET| 
-1      |BT| (does (category)(What)(denote (color)(pink)(the))(Edition (the)(Baby)(Boomer)(Pursuit)(Trivial))) |ET| 
-1      |BT| (is (known (for))(Thatcher (Margaret))(What)) |ET| 
-1      |BT| (do (contact (direct (Answers.com)))(How)(I)) |ET| 
-1      |BT| (causes (What)(person (a)(have (constantly)(to)(hands (sweaty)(feet))))) |ET| 
-1      |BT| (happened (What)(Answers.com)) |ET| 
-1      |BT| (is (What)(spectrum (the)(wave (sine)(a)))) |ET| 
-1      |BT| (is (What)(position (socioeconomic)(a)(person))) |ET| 
-1      |BT| (do (say (friend (who (ignores (you)(friends (other))))(a)))(What)(you)) |ET| 
-1      |BT| (makes (What)(pop (popcorn))) |ET| 
-1      |BT| (does (Jenna (the)(name))(mean)(What)) |ET| 
-1      |BT| (do (girls)(have (wear (to)(bras (training))))(Why)) |ET| 
-1      |BT| (did (Bunker (Edith))(die)(How)) |ET| 
-1      |BT| (Spumante (Define)) |ET| 
-1      |BT| (geckos (are)(What)) |ET| 
-1      |BT| (cosmology (is)(What)) |ET| 
-1      |BT| (is (corpus)(habeas)(What)) |ET| 
-1      |BT| (do (How)(use (intranet (an)))(you)) |ET| 
-1      |BT| (do (not (machines (fax)))(USA)(Why)(work (NNP (UK)))) |ET| 
-1      |BT| (is (What)(tax (federal)(income))) |ET| 
-1      |BT| (Maid-Rites (are)(What)) |ET| 
-1      |BT| (was (What)(verdict (the)(trial (the)(1925)(Scopes (John)(T.))))) |ET| 
-1      |BT| (is (dolphin (common)(a))(What)) |ET| 
-1      |BT| (is (Answers.com)(funded)(How)) |ET| 
-1      |BT| (do (find (area (the)(circle (a))))(How)(you)) |ET| 
-1      |BT| (do (stand (for))(stripes (red-and-white)(the)(pole (a)(barbershop)))(What)) |ET| 
-1      |BT| (was (What)(the (Hand ('s)(Man (Dead))))) |ET| 
-1      |BT| (do (find (address (a)(web))(company (a)))(How)(I)) |ET| 
-1      |BT| (did (ceremony (the)(marriage))(come (from))(Where)) |ET| 
-1      |BT| (famous (is)(what)(Powell (Colin))) |ET| 
-1      |BT| (is (What)(specimen (a)(basidiomycetes))) |ET| 
-1      |BT| (do (do (bogs (cranberry)))(hives (bee))(What)) |ET| 
-1      |BT| (are (What)(faults (crust (the)(earth)))) |ET| 
-1      |BT| (was (What)(Asiento (an))) |ET| 
-1      |BT| (appropriate (is)(send (to)(Kippur (Yom)))(What (kind)(greeting))) |ET| 
-1      |BT| (is (dextropropoxyphen)(napsylate)(What)) |ET| 
-1      |BT| (is (Krajina (Srpska))(What)) |ET| 
-1      |BT| (was (How)(made)(money (the)(Kennedy))) |ET| 
-1      |BT| (does (look (like))(Salonen (Esa-Pekka))(What)) |ET| 
-1      |BT| (did (appear (earth (the)))(How)(water)) |ET| 
-1      |BT| (does (mean)(Robert)(What)) |ET| 
-1      |BT| (do (brakes (anti-locking))(How)(work)) |ET| 
-1      |BT| (do (find (witnesses)(choose)(to (execution (an))))(How)(they)) |ET| 
-1      |BT| (caused (What)(floods (the)(Lynmouth))) |ET| 
-1      |BT| (does (chain (the)(command))(How)(work (helicopter (an)(Apache)(army)(US)))) |ET| 
-1      |BT| (is (hormone (a))(What)) |ET| 
-1      |BT| (is (fellatio)(What)) |ET| 
-1      |BT| (contribute (characteristics)(What)(intelligence (its))) |ET| 
-1      |BT| (were (days (the)(week (the)))(How)(named)) |ET| 
-1      |BT| (is (fiber)(What)(food)) |ET| 
-1      |BT| (do (have (trail (do (not)(others))(vapor (a))))(jets (some))(Why)) |ET| 
-1      |BT| (is (500 (used (for)))(S&P (the))(What)) |ET| 
-1      |BT| (does (What)(mean (Philebus-like))) |ET| 
-1      |BT| (is (What)(proliferation (nuclear))) |ET| 
-1      |BT| (is (grass (the))(green)(Why)) |ET| 
-1      |BT| (do (say (bless (you)(God))(when (sneeze (people))))(Why)(you)) |ET| 
-1      |BT| (e.g. (appear (spin (slows (down)(it))(to)(direction (opposite)(the))))(tire (a)(car))(Why (does (wheel (a))))) |ET| 
-1      |BT| (does (What)(Unum (E)(Pluribus)(mean (the)(penny)))) |ET| 
-1      |BT| ('s (difference (TFT (display (dual-scan)))(the))(What)) |ET| 
-1      |BT| (is (English (the))(meaning (caliente))(What)) |ET| 
-1      |BT| (does (mean (opera (the)(word)))(What)) |ET| 
-1      |BT| (do (ask (questions))(How)(you)) |ET| 
-1      |BT| (can (become (agent (an)(FBI)))(How)(you)) |ET| 
-1      |BT| (did (come (from))(energy (the)(Bang (the)(Big)))(Where)) |ET| 
-1      |BT| (is (What)(difference (Bible (the)(Koran)(The))(the))) |ET| 
-1      |BT| (is (firewall (a))(What)) |ET| 
-1      |BT| (idealab (is)(What)) |ET| 
-1      |BT| (caused (What)(division (Anglicans (Vatican (the))(the))(the))) |ET| 
-1      |BT| (was (curious)(George (Curious))(Why)) |ET| 
-1      |BT| (did (become (involved (do (know (schools (multicultural (multilingual))))(What)(you))(Wars (the)(Barbary))))(How)(U.S.A)) |ET| 
-1      |BT| (is (What)(origin (the)(stripes (Army)(U.S.)(sergeant)))) |ET| 
-1      |BT| (causes (What)(headaches)) |ET| 
-1      |BT| (can (enforce (rules (new))(group (a)(youngsters (who (allowed (been)(have)(do (please (they))(to)))))))(How)(I)) |ET| 
-1      |BT| (is (claim (the))(What)(fame (India (Agra)))) |ET| 
-1      |BT| (is (What)(Order (the)(Arrow (the)(Scouts (Boy))))) |ET| 
-1      |BT| (do (do)(economists)(What)) |ET| 
-1      |BT| (is (do (how (often))(occur)(they))(origin (the)(moon (term)(the)(blue)))(What)) |ET| 
-1      |BT| (is (aurora (an))(What)) |ET| 
-1      |BT| (made (What)(strip (short-lived)(unique (so))(the)(Hawks)(Star))) |ET| 
-1      |BT| (was (What)(March (the)(China)(Long))) |ET| 
-1      |BT| (do (diamond (lump)(a)(coal))(have (common))(What)) |ET| 
-1      |BT| (does (have (brain (the)))(LSD)(What (effect))) |ET| 
-1      |BT| (is (horologist (a))(What)) |ET| 
-1      |BT| (was (What)(effect (the)(Conference (the)(Yalta)))) |ET| 
-1      |BT| (do (figures (the))(represent (Island (the)(Easter)))(What)) |ET| 
-1      |BT| (does (How)(operate)(submarine (a))) |ET| 
-1      |BT| (do (I)(need (do (to)(take (to)(live (to)(Dominica (Indies (year (a))(West))))(dog (my))(me))))(What)) |ET| 
-1      |BT| (is (How)(Paraguay)(vacations)) |ET| 
-1      |BT| (do (get (list (complete)(a)(people (that (living (are)(Kilvington (last)(the)(name))))(all)(the))))(How)(I)) |ET| 
-1      |BT| (Fein (Define)(Sinn)) |ET| 
-1      |BT| (makes (smell (way (does (it))(the))(it))(that)(What (is (powder (lotion (baby))(baby))))) |ET| 
-1      |BT| (is (theory (probability))(What)) |ET| 
-1      |BT| (can (How)(I)(look (up)(address (E-mail)(Internet (the))(someone)))) |ET| 
-1      |BT| (do (How)(tell (somebody)(you)(them))(you)) |ET| 
-1      |BT| (is (What)(origin (the)(thank (notes (you))))) |ET| 
-1      |BT| (? (What (larger (are)(features (elephant (African)(the)))(those (elephant (Indian)(the)))))) |ET| 
-1      |BT| (makes (sensitive (clitoris (a)))(What)) |ET| 
-1      |BT| (is (What)(meter (poetic)(the)(verse (blank)))) |ET| 
-1      |BT| (is (What)(history (the)(Pibb (soft)(the)(drink)(Mr.)))) |ET| 
-1      |BT| (is (platinum)(What)) |ET| 
-1      |BT| (Describe (March (the)(Long))) |ET| 
-1      |BT| (are (down)(eggs (supposed (stored (be)(to)(end (small)))))(Why)) |ET| 
-1      |BT| (does (double-O (the))(indicate (007))(What)) |ET| 
-1      |BT| (is (aneurysm (abdominal)(aortic)(an))(What)) |ET| 
-1      |BT| (chloroplasts (are)(What)) |ET| 
-1      |BT| (do (legally)(How)(I)(make (will (own)(my)(testament)))) |ET| 
-1      |BT| (do (How)(make (purple (color)(the)))(you)) |ET| 
-1      |BT| (is (nanometer (a))(What)) |ET| 
-1      |BT| (can (How)(I)(search (word (a)(webpage (own)(my))))) |ET| 
-1      |BT| (are (What)(rights (legal)(my)(repossession (an)(California)(automobile)))) |ET| 
-1      |BT| (is (What)(meaning (the)(caliente (English)))) |ET| 
-1      |BT| (does (mean (Janelle))(What)) |ET| 
-1      |BT| (do (get (newspaper (another)(city)))(How)(I)) |ET| 
-1      |BT| (are (What)(characterstics (distinct)(physical)(the)(horse (Arabian)(the)))) |ET| 
-1      |BT| (is (What)(wop (a))) |ET| 
-1      |BT| (do (come (from))(rocks)(Where)) |ET| 
-1      |BT| (do (How)(I)(stop (noise (background))(stereo (a)(car)))) |ET| 
-1      |BT| (viscosity (is)(What)) |ET| 
-1      |BT| (is (bog (green)(a))(What)) |ET| 
-1      |BT| ('s (auberge (an))(What)(France)) |ET| 
-1      |BT| (are (ears (center (your)(balance)))(the)(Why)) |ET| 
-1      |BT| (does (mean)(name (Justin)(the))(What)) |ET| 
-1      |BT| (is (religion (the)(Amish))(What)) |ET| 
-1      |BT| (is (What)(battery (the)(coppertop))) |ET| 
-1      |BT| (ethology (is)(What)) |ET| 
-1      |BT| (is (color)(What)) |ET| 
-1      |BT| (can (get (information (free)(technical)(some))(Vehicle (Electric)))(How)(I)) |ET| 
-1      |BT| (did (designate (satisfactory (being))(equipment))(How)(Kilroy (inspector)(J.)(James)(shipyard))) |ET| 
-1      |BT| (is (Cat)(Jellicle (a))(What)) |ET| 
-1      |BT| (did (schools)(several (Diego (San)))(stop (serving (apples)(students)))(Why)) |ET| 
-1      |BT| (makes (What)(turn (a)(tornado))) |ET| 
-1      |BT| (is (What)(intelligence (artificial))) |ET| 
-1      |BT| (is (What)(origin (the)(word (magic)(the)))) |ET| 
-1      |BT| (is (What)(chocolate (white))) |ET| 
-1      |BT| (did (come (from))(term (86ed)(the))(Where)) |ET| 
-1      |BT| (does (Gina (the)(name))(mean)(What)) |ET| 
-1      |BT| (shooting (are)(What)(stars)) |ET| 
-1      |BT| (is (Easter (date (determined)(Sunday)))(How)) |ET| 
-1      |BT| (is (Motto (the))(What)(State (the)(Maryland))) |ET| 
-1      |BT| (can (find (number (a)(phone)(someone))(know (only)(address (email)(their))(I)))(How)(I)) |ET| 
-1      |BT| (can (contact (on-line)(producers (promoters)(play)))(How)(you)) |ET| 
-1      |BT| (do (players)(try (do (to)(when (stops (game (a)(chairs (musical)))(music (the))))))(What)) |ET| 
-1      |BT| (black (color (the))(is)(Why)(mourning (West (the)))) |ET| 
-1      |BT| (does (believe (in))(nihilist (a))(What)) |ET| 
-1      |BT| (did (Feynman (Richard))(say (hearing (receive (would)(Prize (the)(Physics)(Nobel))(he))))(What)) |ET| 
-1      |BT| (is (What)(nature (the)(learning))) |ET| 
-1      |BT| (amphibians (are)(What)) |ET| 
-1      |BT| (is (bomb (a)(hydrogen))(different (bomb (nuclear)(a)))(How)) |ET| 
-1      |BT| (is (What)(origin (meaning (the)(name (Hajo)(the)))(the))) |ET| 
-1      |BT| (is (duck (Bombay))(What)) |ET| 
-1      |BT| (is (What)(address (virtual)(a)(IP))) |ET| 
-1      |BT| (contains (typically)(feature (facial))(What)(hairs (55 (about)))) |ET| 
-1      |BT| (can (How)(I)(transport (files)(computer (one))(another))) |ET| 
-1      |BT| (happened (What)(war (the)(Blackhawk)(Indian)(1832))) |ET| 
-1      |BT| (does (mean)(mortem (Latin)(the)(ante))(What)) |ET| 
-1      |BT| (does (mean)(Shawn (the)(name))(What)) |ET| 
-1      |BT| (is (issue (the)(Kashmir))(What)) |ET| 
-1      |BT| (is (Answers.com)(different (KnowPost.com))(How)) |ET| 
-1      |BT| (was (closed)(office (the)(L.A.)(Shea (Gould)))(Why)) |ET| 
-1      |BT| (do (How)(I)(start (bank (a)))) |ET| 
-1      |BT| (do (Boards (Ouija))(How)(work)) |ET| 
-1      |BT| (do (get (out)(cork (broken)(a))(bottle (a)))(How)(you)) |ET| 
-1      |BT| (do (determine (requirements (heating))(home (your)))(How)(you)) |ET| 
-1      |BT| (did (chicken (the))(cross (road (the)))(Why)) |ET| 
-1      |BT| (done (bug (the)(millennium))(being)(is)(What)) |ET| 
-1      |BT| (was (What)(claim (the))(fame (Gillette (Camp)(King)))) |ET| 
-1      |BT| (is (Olestra)(What)) |ET| 
-1      |BT| (does (mean (definition (extended)))(What)(would (how)(one)(write (paper (a))(it)))) |ET| 
-1      |BT| (do (How)(solve (Cube (Rubik)))(you)) |ET| 
-1      |BT| (prepared (is)(What)(mustard)) |ET| 
-1      |BT| (does (mean (antidisestablishmentarianism))(What)) |ET| 
-1      |BT| (is (best (known (for)))(Powell (Colin))(What)) |ET| 
-1      |BT| (measured (is)(What)(curies)) |ET| 
-1      |BT| (Hermits (What (is (meaning (the)(poem (W.B.)(Yeat)))))(Three (The))) |ET| 
-1      |BT| (is (Spumante)(What)) |ET| 
-1      |BT| (is (isthmus (an))(What)) |ET| 
-1      |BT| ('s (origin (the)(news (the)(word)))(What)) |ET| 
-1      |BT| (do (How)(injectors (fuel))(work)) |ET| 
-1      |BT| (is (titanium)(What)) |ET| 
-1      |BT| (can (How)(march (Parade (the)(Thanksgiving)(Macy)))(school (your))) |ET| 
-1      |BT| (is (Midwife (a)(Certified)(Nurse))(What)) |ET| 
-1      |BT| (is (What)(origin (the)(expression (de)(suite)(tout)(the)))) |ET| 
-1      |BT| (is (What)(purpose (the)(bra (a)(car)))) |ET| 
-1      |BT| (is (Cooper (D.B.))(known (for))(What)) |ET| 
-1      |BT| (does (mean)(name (Anthony)(the))(What)) |ET| 
-1      |BT| (is (minor)(rhomboideus (a))(What)) |ET| 
-1      |BT| (were (people (recruited (War (the)(Vietnam))))(Why)) |ET| 
-1      |BT| (are (cars (electric))(efficient (less)(than (California))(northeast (the)))(Why)) |ET| 
-1      |BT| (are (What)(conditions (the)(Cuba)(living))) |ET| 
-1      |BT| (is (caldera (a))(What)) |ET| 
-1      |BT| (are (What)(virtues (the)(seven))) |ET| 
-1      |BT| (were (called (Doughboys (can (find (spelling (online)))(How)(I)))(punctuation (drills (grader (6th)(my)))))(soldiers (American)(the)(WWI))(Why)) |ET| 
-1      |BT| (can (get (me)(Park (Louis (What (is (difference (median (mean (a))(a))(the))))(St.))(Fairground)))(What (information))(you)) |ET| 
-1      |BT| (makes (What)(thunder)) |ET| 
-1      |BT| (did (enter (depression (global)(a))(1929))(Why)(world (the))) |ET| 
-1      |BT| (? (mehitabel)(What (was (archy)))) |ET| 
-1      |BT| (did (excuse)(give (hitting (embassy (Chinese)(the)))(people (the)(NATO)))(What)) |ET| 
-1      |BT| (is (What)(origin (the)(surname (the)(Braun)))) |ET| 
-1      |BT| (is (Day (Australia))(What)) |ET| 
-1      |BT| (was (Chivington (the))(Massacre)(What)) |ET| 
-1      |BT| (are (What)(enzymes (liver))) |ET| 
-1      |BT| (do (get (calluses))(people)(Why)) |ET| 
-1      |BT| (does (camaro (the)(word))(mean (Camaro (the))(car (the)(GM)))(What)) |ET| 
-1      |BT| (is (What)(Phoenix (the)(AIM-54C))) |ET| 
-1      |BT| (is (What)(definition (the)(island (low)))) |ET| 
-1      |BT| (is (What)(difference (art (Neoclassical)(art)(Romanticism))(the))) |ET| 
-1      |BT| (do (find (numbers (oxidation)))(How)(you)) |ET| 
-1      |BT| (is (famous (for)(most))(Hills (Dakota (South))(Black))(What)) |ET| 
-1      |BT| (are (What)(numerals (Greek)(the))) |ET| 
-1      |BT| (do (How)(look (up)(records (criminal)(Internet (the))))(you)) |ET| 
-1      |BT| (is (What)(example (an)(case (actual)(an)(using (Amendment (the)(Fourteenth)))))) |ET| 
-1      |BT| (did (come (from))(term (86)(the))(Where)) |ET| 
-1      |BT| (are (Cushman (Wakefield)(known))(for)(What)) |ET| 
-1      |BT| (causes (ticklish (be)(to))(What)(someone)) |ET| 
-1      |BT| (did (schools)(remove (apples)(menus (students)))(several (Diego (San)))(Why)) |ET| 
-1      |BT| (is (What)(vodka (washed)(the))) |ET| 
-1      |BT| (do (books (recipe))(recommend (starting (water (cold)))(when (boil (something)(you))))(Why)) |ET| 
-1      |BT| (is (What)(Conception (the)(Immaculate))) |ET| 
-1      |BT| (is (Day (Candlemas))(What)) |ET| 
-1      |BT| (is (display (pyrotechnic)(a))(What)) |ET| 
-1      |BT| (do (find (jobs)(out))(How)(I)) |ET| 
-1      |BT| (is (What)(origin (the)(term (Side (The)(Brooklyn))(the)(bowling)))) |ET| 
-1      |BT| (can (find (how (income)(much)(paid (is)(tax)(income (Security)(Social))(tax (the)(income)(1998))))(out))(How)(I)) |ET| 
-1      |BT| (is (What)(history (the)(skateboarding))) |ET| 
-1      |BT| (does (How)(perform (magic (her))(comics (DC)))(Zatanna)) |ET| 
-1      |BT| (do (get (dates)(girls (the)(Hooters)))(How)(you)) |ET| 
-1      |BT| (can (get (character (comic)(made (copyrighted (published))(I))(a)))(How)(I)) |ET| 
